cProfile Syntax: python -m cProfile -s cumtime SPKF.py

SPKF.py cProfile

         16017338 function calls (15570273 primitive calls) in 69.671 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3658    0.009    0.000    0.009    0.000 {built-in method __new__ of type object at 0x00007FFA5915B920}
        2    0.000    0.000    0.009    0.004 shape_base.py:1(<module>)
        1    0.000    0.000    0.009    0.009 TiffImagePlugin.py:1(<module>)
     7027    0.009    0.000    0.009    0.000 sre_parse.py:234(__next)
  315/314    0.003    0.000    0.009    0.000 transforms.py:1122(get_points)
      540    0.004    0.000    0.009    0.000 enum.py:89(__setitem__)
       16    0.001    0.000    0.009    0.001 axis.py:2522(get_tick_space)
        6    0.000    0.000    0.009    0.001 enum.py:536(_convert_)
     1672    0.006    0.000    0.009    0.000 __init__.py:1976(_setattr_cm)
      844    0.002    0.000    0.009    0.000 transforms.py:2602(get_matrix)
    17588    0.009    0.000    0.009    0.000 {method 'endswith' of 'str' objects}
    23822    0.008    0.000    0.008    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.008    0.008 linalg.py:1(<module>)
       60    0.000    0.000    0.008    0.000 __init__.py:738(_open_file_or_url)
       40    0.001    0.000    0.008    0.000 artist.py:759(set_clip_path)
      406    0.002    0.000    0.008    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
      132    0.001    0.000    0.008    0.000 stride_tricks.py:480(broadcast_arrays)
       32    0.001    0.000    0.008    0.000 transforms.py:1426(__sub__)
  264/157    0.000    0.000    0.008    0.000 core.py:1857(name)
       63    0.000    0.000    0.008    0.000 colors.py:980(reversed)
        2    0.000    0.000    0.008    0.004 _pep440.py:285(Version)
       16    0.000    0.000    0.008    0.000 spines.py:287(draw)
        1    0.000    0.000    0.008    0.008 glob.py:1(<module>)
 1406/469    0.007    0.000    0.008    0.000 sre_parse.py:175(getwidth)
1842/1058    0.002    0.000    0.008    0.000 {built-in method builtins.hash}
   112/55    0.000    0.000    0.008    0.000 core.py:3722(copy)
  213/110    0.000    0.000    0.008    0.000 core.py:1832(default_name)
        8    0.000    0.000    0.008    0.001 legend.py:1019(<listcomp>)
     4439    0.007    0.000    0.008    0.000 {built-in method builtins.sorted}
     1736    0.004    0.000    0.008    0.000 {built-in method builtins.max}
       16    0.000    0.000    0.008    0.000 rcsetup.py:618(cycler)
      592    0.002    0.000    0.008    0.000 transforms.py:2497(get_matrix)
    25008    0.008    0.000    0.008    0.000 inspect.py:2680(name)
      270    0.004    0.000    0.007    0.000 artist.py:149(__init__)
     7739    0.005    0.000    0.007    0.000 {built-in method builtins.setattr}
       64    0.001    0.000    0.007    0.000 deprecation.py:321(delete_parameter)
       80    0.000    0.000    0.007    0.000 legend.py:985(_get_anchored_bbox)
        1    0.000    0.000    0.007    0.007 api.py:1(<module>)
      872    0.006    0.000    0.007    0.000 <frozen importlib._bootstrap>:100(acquire)
     5591    0.007    0.000    0.007    0.000 transforms.py:107(__init__)
        1    0.000    0.000    0.007    0.007 bz2.py:1(<module>)
     1542    0.002    0.000    0.007    0.000 artist.py:405(pchanged)
      172    0.000    0.000    0.007    0.000 _base.py:780(viewLim)
      618    0.002    0.000    0.007    0.000 _inspect.py:96(getargspec)
       80    0.000    0.000    0.007    0.000 offsetbox.py:1140(_get_anchored_bbox)
       91    0.000    0.000    0.007    0.000 transforms.py:813(from_bounds)
       66    0.000    0.000    0.007    0.000 transforms.py:263(__array__)
       94    0.000    0.000    0.007    0.000 abc.py:105(__new__)
       63    0.001    0.000    0.007    0.000 colors.py:999(<dictcomp>)
       20    0.000    0.000    0.007    0.000 pathlib.py:1092(stat)
        1    0.000    0.000    0.007    0.007 _mio5.py:1(<module>)
       20    0.000    0.000    0.007    0.000 __init__.py:1668(configure)
       20    0.000    0.000    0.007    0.000 __init__.py:1655(_configure)
   234/16    0.001    0.000    0.007    0.000 ast.py:406(visit)
       35    0.000    0.000    0.007    0.000 <__array_function__ internals>:177(linspace)
       14    0.000    0.000    0.007    0.000 core.py:114(doc_note)
        1    0.000    0.000    0.007    0.007 core.py:5798(<listcomp>)
        2    0.000    0.000    0.007    0.003 polynomial.py:1(<module>)
   234/16    0.004    0.000    0.006    0.000 ast.py:412(generic_visit)
       92    0.000    0.000    0.006    0.000 font_manager.py:687(_from_any)
    13604    0.006    0.000    0.006    0.000 {function RcParams.__getitem__ at 0x000002D4EA3A9480}
       34    0.001    0.000    0.006    0.000 colors.py:287(to_rgba_array)
       18    0.000    0.000    0.006    0.000 rcsetup.py:390(validate_font_properties)
1791/1271    0.005    0.000    0.006    0.000 transforms.py:180(_invalidate_internal)
       35    0.002    0.000    0.006    0.000 function_base.py:23(linspace)
        9    0.000    0.000    0.006    0.001 fontconfig_pattern.py:119(parse)
        7    0.000    0.000    0.006    0.001 transforms.py:869(update_from_path)
     1146    0.002    0.000    0.006    0.000 artist.py:242(convert_xunits)
      131    0.000    0.000    0.006    0.000 axis.py:1985(getter)
       55    0.000    0.000    0.006    0.000 core.py:3643(<listcomp>)
    16794    0.006    0.000    0.006    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.006    0.006 dates.py:1(<module>)
       40    0.006    0.000    0.006    0.000 {built-in method nt.listdir}
      968    0.002    0.000    0.006    0.000 contextlib.py:279(helper)
        7    0.006    0.001    0.006    0.001 {built-in method matplotlib._path.update_path_extents}
      674    0.003    0.000    0.006    0.000 transforms.py:2044(translate)
      854    0.006    0.000    0.006    0.000 __init__.py:1692(<dictcomp>)
      378    0.003    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
   112/55    0.000    0.000    0.006    0.000 core.py:3724(<listcomp>)
      330    0.002    0.000    0.006    0.000 transforms.py:2586(__init__)
       10    0.000    0.000    0.006    0.001 core.py:2791(_generateDefaultName)
    17732    0.006    0.000    0.006    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.006    0.003 core.py:5684(srange)
     1966    0.005    0.000    0.006    0.000 __init__.py:101(check_in_list)
     2742    0.005    0.000    0.006    0.000 sre_parse.py:173(append)
       66    0.006    0.000    0.006    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       64    0.000    0.000    0.006    0.000 lines.py:1135(set_marker)
      308    0.001    0.000    0.006    0.000 text.py:826(get_unitless_position)
      188    0.006    0.000    0.006    0.000 colors.py:1001(<listcomp>)
      476    0.005    0.000    0.006    0.000 transforms.py:392(bounds)
      589    0.001    0.000    0.006    0.000 figure.py:46(_stale_figure_callback)
       90    0.001    0.000    0.006    0.000 typing.py:1016(__init__)
       15    0.000    0.000    0.006    0.000 core.py:2792(charsAsStr)
        1    0.000    0.000    0.006    0.006 extras.py:1(<module>)
      256    0.001    0.000    0.006    0.000 <__array_function__ internals>:177(amax)
      872    0.005    0.000    0.006    0.000 <frozen importlib._bootstrap>:125(release)
      176    0.001    0.000    0.006    0.000 _base.py:769(<dictcomp>)
       66    0.006    0.000    0.006    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
        8    0.000    0.000    0.006    0.001 spines.py:141(get_window_extent)
       20    0.000    0.000    0.006    0.000 core.py:4779(parseImpl)
        1    0.000    0.000    0.006    0.006 afm.py:1(<module>)
      330    0.002    0.000    0.006    0.000 patches.py:745(_convert_units)
        1    0.000    0.000    0.006    0.006 _arffread.py:1(<module>)
      467    0.002    0.000    0.006    0.000 <frozen importlib._bootstrap>:71(__init__)
      197    0.001    0.000    0.006    0.000 colors.py:124(_check_color_like)
    52/39    0.000    0.000    0.006    0.000 typing.py:401(__getitem__)
        1    0.000    0.000    0.006    0.006 _compressed.py:1(<module>)
    92/90    0.001    0.000    0.006    0.000 transforms.py:1791(__eq__)
        1    0.000    0.000    0.006    0.006 helpers.py:648(make_html_tags)
        1    0.000    0.000    0.006    0.006 helpers.py:590(_makeTags)
        2    0.000    0.000    0.006    0.003 dataclasses.py:1334(make_dataclass)
       40    0.001    0.000    0.006    0.000 <frozen zipimport>:64(__init__)
     14/7    0.000    0.000    0.005    0.001 Image.py:1975(resize)
        7    0.000    0.000    0.005    0.001 enum.py:483(_create_)
        1    0.000    0.000    0.005    0.005 scimath.py:1(<module>)
       86    0.001    0.000    0.005    0.000 offsetbox.py:48(_get_packed_offsets)
        1    0.000    0.000    0.005    0.005 core.py:400(ParserElement)
       32    0.002    0.000    0.005    0.000 ticker.py:788(_set_format)
      466    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.005    0.005 fromnumeric.py:1(<module>)
     2714    0.004    0.000    0.005    0.000 util.py:185(is_consecutive)
       32    0.000    0.000    0.005    0.000 __init__.py:620(__init__)
      286    0.002    0.000    0.005    0.000 patches.py:129(_process_radius)
     2770    0.003    0.000    0.005    0.000 __init__.py:1455(debug)
      409    0.001    0.000    0.005    0.000 markers.py:237(_recache)
      463    0.002    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
       40    0.000    0.000    0.005    0.000 text.py:260(update_from)
       40    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
        2    0.000    0.000    0.005    0.003 dataclasses.py:1157(dataclass)
       32    0.001    0.000    0.005    0.000 _collections_abc.py:986(update)
       39    0.000    0.000    0.005    0.000 typing.py:483(Union)
        2    0.000    0.000    0.005    0.003 dataclasses.py:1175(wrap)
        2    0.000    0.000    0.005    0.003 dataclasses.py:882(_process_class)
      306    0.000    0.000    0.005    0.000 transforms.py:1796(transform)
      248    0.000    0.000    0.005    0.000 <__array_function__ internals>:177(amin)
        7    0.000    0.000    0.005    0.001 pathlib.py:1064(resolve)
        3    0.000    0.000    0.005    0.002 patches.py:2165(pprint_styles)
        7    0.000    0.000    0.005    0.001 pathlib.py:1285(exists)
        1    0.000    0.000    0.005    0.005 win.py:1(<module>)
       13    0.001    0.000    0.005    0.000 docstring.py:61(<listcomp>)
        9    0.000    0.000    0.005    0.001 ntpath.py:638(realpath)
      164    0.002    0.000    0.005    0.000 colors.py:195(_to_rgba_no_colorcycle)
        1    0.000    0.000    0.005    0.005 random.py:1(<module>)
      256    0.001    0.000    0.005    0.000 fromnumeric.py:2677(amax)
     2557    0.005    0.000    0.005    0.000 {method 'match' of 're.Pattern' objects}
       11    0.000    0.000    0.005    0.000 _base.py:242(__call__)
    24/12    0.000    0.000    0.005    0.000 core.py:4108(parseImpl)
      392    0.001    0.000    0.005    0.000 re.py:202(sub)
     5270    0.005    0.000    0.005    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        2    0.000    0.000    0.005    0.002 function_base.py:1(<module>)
       12    0.000    0.000    0.005    0.000 axis.py:236(set_clip_path)
        2    0.000    0.000    0.005    0.002 glob.py:13(glob)
        3    0.000    0.000    0.005    0.002 patches.py:2169(<listcomp>)
       36    0.000    0.000    0.004    0.000 glob.py:53(_iglob)
        1    0.000    0.000    0.004    0.004 <frozen importlib._bootstrap_external>:1254(__iter__)
        1    0.000    0.000    0.004    0.004 <frozen importlib._bootstrap_external>:1240(_recalculate)
        1    0.001    0.001    0.004    0.004 pyplot.py:2046(_setup_pyplot_info_docstrings)
       32    0.001    0.000    0.004    0.000 ticker.py:715(_compute_offset)
       62    0.000    0.000    0.004    0.000 core.py:1352(__add__)
     1158    0.001    0.000    0.004    0.000 artist.py:254(convert_yunits)
     20/6    0.000    0.000    0.004    0.001 core.py:4373(parseImpl)
     1011    0.003    0.000    0.004    0.000 function_base.py:346(iterable)
        1    0.000    0.000    0.004    0.004 selectors.py:1(<module>)
        2    0.000    0.000    0.004    0.002 _base.py:2806(autoscale_view)
        7    0.000    0.000    0.004    0.001 _base.py:406(_plot_args)
       68    0.000    0.000    0.004    0.000 transforms.py:2780(get_transformed_path_and_affine)
       92    0.000    0.000    0.004    0.000 <__array_function__ internals>:177(cumsum)
       52    0.001    0.000    0.004    0.000 patches.py:554(_bind_draw_path_function)
        7    0.000    0.000    0.004    0.001 offsetbox.py:699(__init__)
      193    0.000    0.000    0.004    0.000 font_manager.py:721(__eq__)
      968    0.004    0.000    0.004    0.000 contextlib.py:102(__init__)
 3627/861    0.003    0.000    0.004    0.000 docstring.py:48(_recursive_subclasses)
     25/6    0.001    0.000    0.004    0.001 core.py:3816(streamline)
    10636    0.004    0.000    0.004    0.000 {method 'items' of 'dict' objects}
      248    0.001    0.000    0.004    0.000 fromnumeric.py:2802(amin)
      412    0.002    0.000    0.004    0.000 __init__.py:872(get_siblings)
       80    0.002    0.000    0.004    0.000 transforms.py:506(anchored)
       21    0.000    0.000    0.004    0.000 core.py:595(set_parse_action)
        2    0.000    0.000    0.004    0.002 backend_agg.py:441(get_renderer)
     2870    0.004    0.000    0.004    0.000 {method 'update' of 'dict' objects}
        5    0.000    0.000    0.004    0.001 legend_handler.py:93(legend_artist)
     35/5    0.000    0.000    0.004    0.001 core.py:3675(streamline)
        1    0.000    0.000    0.004    0.004 initSPKF.py:1(<module>)
       44    0.004    0.000    0.004    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       65    0.001    0.000    0.004    0.000 lines.py:1267(update_from)
     3741    0.003    0.000    0.004    0.000 inspect.py:191(isclass)
      228    0.003    0.000    0.004    0.000 __init__.py:132(check_shape)
      204    0.001    0.000    0.004    0.000 artist.py:886(_set_gc_clip)
     1134    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
      517    0.003    0.000    0.004    0.000 __init__.py:65(check_isinstance)
      942    0.004    0.000    0.004    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.004    0.002 __init__.py:1986(wm_attributes)
      614    0.003    0.000    0.004    0.000 _inspect.py:65(getargs)
       18    0.004    0.000    0.004    0.000 {built-in method nt._getfinalpathname}
       32    0.000    0.000    0.004    0.000 axis.py:1326(_get_tick_label_size)
      108    0.000    0.000    0.004    0.000 lines.py:1022(set_color)
      112    0.001    0.000    0.004    0.000 transforms.py:2756(_revalidate)
      146    0.001    0.000    0.004    0.000 ntpath.py:77(join)
     3665    0.004    0.000    0.004    0.000 {method 'replace' of 'str' objects}
      410    0.002    0.000    0.004    0.000 copy.py:259(_reconstruct)
       82    0.001    0.000    0.004    0.000 axis.py:514(update_position)
        5    0.000    0.000    0.004    0.001 legend_handler.py:303(create_artists)
      120    0.000    0.000    0.004    0.000 inspect.py:3007(replace)
      162    0.003    0.000    0.004    0.000 __init__.py:1523(nametowidget)
     10/3    0.000    0.000    0.004    0.001 unicode.py:14(__get__)
     3022    0.003    0.000    0.004    0.000 __init__.py:1761(_str_equal)
       67    0.000    0.000    0.004    0.000 pathlib.py:589(_from_parts)
        1    0.000    0.000    0.004    0.004 wavfile.py:30(WAVE_FORMAT)
       60    0.000    0.000    0.004    0.000 {method 'sum' of 'numpy.ndarray' objects}
       25    0.000    0.000    0.004    0.000 core.py:262(_trim_arity)
      667    0.001    0.000    0.004    0.000 __init__.py:1290(_to_unmasked_float_array)
       21    0.000    0.000    0.004    0.000 core.py:675(<listcomp>)
      228    0.001    0.000    0.004    0.000 axis.py:1495(convert_units)
        1    0.000    0.000    0.004    0.004 lzma.py:1(<module>)
      275    0.001    0.000    0.004    0.000 font_manager.py:807(set_style)
       63    0.001    0.000    0.004    0.000 core.py:3783(__init__)
       18    0.000    0.000    0.004    0.000 axis.py:503(_apply_tickdir)
       32    0.000    0.000    0.004    0.000 ticker.py:2741(__init__)
     24/7    0.000    0.000    0.004    0.001 core.py:4409(streamline)
        1    0.000    0.000    0.004    0.004 decimal.py:1(<module>)
       10    0.000    0.000    0.004    0.000 extras.py:234(__init__)
       75    0.001    0.000    0.004    0.000 pathlib.py:569(_parse_args)
       10    0.000    0.000    0.004    0.000 extras.py:238(getdoc)
     2268    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
     1212    0.002    0.000    0.004    0.000 font_manager.py:1304(<genexpr>)
       57    0.000    0.000    0.004    0.000 pathlib.py:957(__new__)
       92    0.000    0.000    0.004    0.000 fromnumeric.py:2497(cumsum)
       32    0.001    0.000    0.004    0.000 transforms.py:487(transformed)
     2903    0.002    0.000    0.003    0.000 transforms.py:222(<lambda>)
       60    0.000    0.000    0.003    0.000 _methods.py:46(_sum)
      750    0.002    0.000    0.003    0.000 typing.py:986(__setattr__)
       32    0.000    0.000    0.003    0.000 ticker.py:1946(__init__)
        1    0.000    0.000    0.003    0.003 uuid.py:1(<module>)
       49    0.000    0.000    0.003    0.000 __init__.py:512(_get_data_path)
        2    0.000    0.000    0.003    0.002 glob.py:93(_glob1)
      458    0.002    0.000    0.003    0.000 __init__.py:89(find_spec)
      228    0.001    0.000    0.003    0.000 enum.py:986(__and__)
        2    0.000    0.000    0.003    0.002 axis.py:2276(__init__)
       14    0.000    0.000    0.003    0.000 ImageFile.py:149(load)
        4    0.000    0.000    0.003    0.001 _base.py:2872(handle_single_axis)
        1    0.000    0.000    0.003    0.003 _miobase.py:1(<module>)
       89    0.001    0.000    0.003    0.000 text.py:936(set_color)
       32    0.000    0.000    0.003    0.000 ticker.py:2008(set_params)
      592    0.001    0.000    0.003    0.000 pyplot.py:833(_auto_draw_if_interactive)
       79    0.000    0.000    0.003    0.000 <__array_function__ internals>:177(any)
     5522    0.003    0.000    0.003    0.000 {method 'pop' of 'dict' objects}
     8904    0.003    0.000    0.003    0.000 inspect.py:2999(parameters)
      378    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
      241    0.000    0.000    0.003    0.000 sre_parse.py:97(closegroup)
      204    0.001    0.000    0.003    0.000 backend_bases.py:906(set_clip_path)
       41    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        8    0.000    0.000    0.003    0.000 spines.py:206(register_axis)
        1    0.000    0.000    0.003    0.003 type_check.py:1(<module>)
       92    0.000    0.000    0.003    0.000 <__array_function__ internals>:177(all)
        1    0.000    0.000    0.003    0.003 fnmatch.py:1(<module>)
        6    0.001    0.000    0.003    0.001 enum.py:553(<listcomp>)
      215    0.003    0.000    0.003    0.000 transforms.py:380(height)
     7952    0.003    0.000    0.003    0.000 artist.py:832(get_animated)
      228    0.001    0.000    0.003    0.000 units.py:56(_is_natively_supported)
        1    0.000    0.000    0.003    0.003 _lil.py:1(<module>)
       14    0.000    0.000    0.003    0.000 axis.py:442(_apply_tickdir)
        7    0.000    0.000    0.003    0.000 Image.py:3107(_open_core)
       32    0.000    0.000    0.003    0.000 <__array_function__ internals>:177(clip)
        7    0.000    0.000    0.003    0.000 _base.py:538(<listcomp>)
       14    0.000    0.000    0.003    0.000 _base.py:531(<genexpr>)
        1    0.000    0.000    0.003    0.003 decoder.py:1(<module>)
        1    0.003    0.003    0.003    0.003 backend_agg.py:87(__init__)
        1    0.000    0.000    0.003    0.003 traceback.py:216(extract_stack)
        7    0.000    0.000    0.003    0.000 _base.py:347(_makeline)
       50    0.000    0.000    0.003    0.000 traceback.py:301(line)
      120    0.002    0.000    0.003    0.000 transforms.py:2057(scale)
        1    0.000    0.000    0.003    0.003 traceback.py:338(extract)
       29    0.002    0.000    0.003    0.000 enum.py:222(<setcomp>)
        5    0.000    0.000    0.003    0.001 __init__.py:2660(__init__)
       44    0.000    0.000    0.003    0.000 stride_tricks.py:546(<listcomp>)
      222    0.002    0.000    0.003    0.000 core.py:455(__init__)
      152    0.001    0.000    0.003    0.000 figure.py:2423(axes)
     3456    0.003    0.000    0.003    0.000 {method 'rpartition' of 'str' objects}
        2    0.000    0.000    0.003    0.002 pyplot.py:2571(grid)
        1    0.000    0.000    0.003    0.003 _text_helpers.py:1(<module>)
        1    0.000    0.000    0.003    0.003 gridspec.py:1(<module>)
       81    0.001    0.000    0.003    0.000 transforms.py:1987(clear)
        4    0.000    0.000    0.003    0.001 axis.py:2113(_update_offset_text_position)
       32    0.000    0.000    0.003    0.000 fromnumeric.py:2085(clip)
       85    0.002    0.000    0.003    0.000 pathlib.py:56(parse_parts)
        2    0.000    0.000    0.003    0.001 linecache.py:26(getline)
       76    0.000    0.000    0.003    0.000 cp1252.py:22(decode)
        6    0.000    0.000    0.003    0.000 dataclasses.py:412(_create_fn)
        2    0.000    0.000    0.003    0.001 linecache.py:36(getlines)
      191    0.002    0.000    0.003    0.000 typing.py:146(_type_check)
     8308    0.003    0.000    0.003    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.003    0.003 linecache.py:80(updatecache)
        1    0.000    0.000    0.003    0.003 unicode.py:80(alphanums)
       92    0.002    0.000    0.003    0.000 transforms.py:637(translated)
        1    0.000    0.000    0.003    0.003 _type_aliases.py:1(<module>)
       88    0.002    0.000    0.003    0.000 stride_tricks.py:340(_broadcast_to)
      143    0.001    0.000    0.003    0.000 __init__.py:2778(canvasx)
       46    0.001    0.000    0.003    0.000 transforms.py:2839(nonsingular)
        7    0.000    0.000    0.003    0.000 ImageFile.py:87(__init__)
     1009    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:404(parent)
      601    0.002    0.000    0.003    0.000 enum.py:470(__setattr__)
        1    0.000    0.000    0.003    0.003 parse.py:1(<module>)
     5633    0.003    0.000    0.003    0.000 {method 'group' of 're.Match' objects}
        4    0.000    0.000    0.003    0.001 _base.py:3358(tick_params)
        8    0.000    0.000    0.003    0.000 spines.py:219(clear)
       86    0.001    0.000    0.003    0.000 offsetbox.py:133(_get_aligned_offsets)
      228    0.001    0.000    0.003    0.000 path.py:191(_update_values)
     2188    0.002    0.000    0.003    0.000 inspect.py:199(ismethod)
        1    0.000    0.000    0.003    0.003 getlimits.py:158(_register_known_types)
        4    0.000    0.000    0.003    0.001 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.003    0.003 simpledialog.py:1(<module>)
       62    0.001    0.000    0.003    0.000 axis.py:453(update_position)
     2504    0.002    0.000    0.003    0.000 sre_parse.py:250(match)
      635    0.001    0.000    0.003    0.000 sre_compile.py:447(_simple)
      100    0.000    0.000    0.003    0.000 transforms.py:341(ymax)
      281    0.002    0.000    0.003    0.000 font_manager.py:826(set_weight)
        2    0.000    0.000    0.003    0.001 fnmatch.py:54(filter)
        1    0.000    0.000    0.003    0.003 rrule.py:1(<module>)
       76    0.003    0.000    0.003    0.000 {built-in method _codecs.charmap_decode}
      117    0.001    0.000    0.003    0.000 transforms.py:2741(__init__)
       32    0.001    0.000    0.003    0.000 ticker.py:754(_set_order_of_magnitude)
     72/4    0.000    0.000    0.003    0.001 core.py:909(_parseCache)
       36    0.000    0.000    0.003    0.000 ntpath.py:537(abspath)
       92    0.000    0.000    0.003    0.000 fromnumeric.py:2406(all)
      105    0.001    0.000    0.003    0.000 artist.py:1138(update_from)
       30    0.000    0.000    0.003    0.000 pathlib.py:1023(glob)
        4    0.000    0.000    0.003    0.001 patches.py:4027(get_path)
      112    0.000    0.000    0.003    0.000 lines.py:707(_get_transformed_path)
       12    0.001    0.000    0.003    0.000 __init__.py:1783(_define_aliases)
     8759    0.003    0.000    0.003    0.000 {built-in method sys.getrecursionlimit}
      467    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:198(cb)
        1    0.000    0.000    0.003    0.003 _sputils.py:1(<module>)
      324    0.001    0.000    0.003    0.000 lines.py:1149(_set_markercolor)
       79    0.001    0.000    0.003    0.000 core.py:3601(__init__)
        1    0.000    0.000    0.003    0.003 unicode.py:70(alphas)
       79    0.000    0.000    0.003    0.000 fromnumeric.py:2307(any)
        7    0.000    0.000    0.003    0.000 PngImagePlugin.py:709(_open)
       45    0.001    0.000    0.003    0.000 ntpath.py:463(normpath)
      314    0.001    0.000    0.003    0.000 function_base.py:461(_add_docstring)
        1    0.000    0.000    0.003    0.003 dviread.py:1(<module>)
       20    0.000    0.000    0.002    0.000 core.py:4956(parseImpl)
        1    0.000    0.000    0.002    0.002 utils.py:1(<module>)
        1    0.000    0.000    0.002    0.002 fractions.py:1(<module>)
     1802    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:897(__exit__)
       37    0.000    0.000    0.002    0.000 typing.py:1146(copy_with)
      274    0.001    0.000    0.002    0.000 artist.py:723(set_figure)
        1    0.000    0.000    0.002    0.002 _enums.py:1(<module>)
       31    0.000    0.000    0.002    0.000 _base.py:68(__set_name__)
       61    0.001    0.000    0.002    0.000 core.py:4349(__init__)
        1    0.000    0.000    0.002    0.002 patches.py:2207(BoxStyle)
        1    0.000    0.000    0.002    0.002 _ccallback.py:1(<module>)
       32    0.000    0.000    0.002    0.000 transforms.py:1883(inverted)
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:62(__init__)
       23    0.000    0.000    0.002    0.000 typing.py:1222(__getitem__)
       50    0.000    0.000    0.002    0.000 core.py:130(get_object_signature)
     3902    0.002    0.000    0.002    0.000 {built-in method nt.fspath}
        1    0.002    0.002    0.002    0.002 entities.py:1(<module>)
      132    0.002    0.000    0.002    0.000 stride_tricks.py:416(_broadcast_shape)
       37    0.000    0.000    0.002    0.000 core.py:2984(parseImpl)
      112    0.001    0.000    0.002    0.000 transforms.py:1620(transform_path_non_affine)
        1    0.000    0.000    0.002    0.002 twodim_base.py:1(<module>)
        1    0.000    0.000    0.002    0.002 <__array_function__ internals>:177(inv)
       32    0.000    0.000    0.002    0.000 {method 'clip' of 'numpy.ndarray' objects}
        1    0.002    0.002    0.002    0.002 linalg.py:483(inv)
      160    0.001    0.000    0.002    0.000 figure.py:65(as_list)
        1    0.000    0.000    0.002    0.002 _internal.py:1(<module>)
        1    0.000    0.000    0.002    0.002 artist.py:1321(ArtistInspector)
       32    0.000    0.000    0.002    0.000 transforms.py:351(max)
        2    0.000    0.000    0.002    0.001 unicode.py:55(_chars_for_ranges)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:1(<module>)
       32    0.001    0.000    0.002    0.000 ticker.py:1987(_validate_steps)
     1802    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:893(__enter__)
      351    0.002    0.000    0.002    0.000 font_manager.py:862(set_size)
       29    0.000    0.000    0.002    0.000 deprecation.py:262(rename_parameter)
      225    0.001    0.000    0.002    0.000 artist.py:426(set_transform)
       32    0.000    0.000    0.002    0.000 ticker.py:224(<listcomp>)
      596    0.001    0.000    0.002    0.000 __init__.py:1180(is_interactive)
  136/128    0.001    0.000    0.002    0.000 spines.py:330(get_spine_transform)
       26    0.002    0.000    0.002    0.000 {built-in method builtins.compile}
      152    0.000    0.000    0.002    0.000 __init__.py:269(wrapper)
       32    0.000    0.000    0.002    0.000 _methods.py:126(_clip)
       29    0.000    0.000    0.002    0.000 enum.py:165(__prepare__)
        1    0.000    0.000    0.002    0.002 SOCfromOCVtemp.py:1(<module>)
      244    0.000    0.000    0.002    0.000 transforms.py:2258(get_affine)
     2679    0.002    0.000    0.002    0.000 sre_parse.py:161(__len__)
        6    0.001    0.000    0.002    0.000 getlimits.py:34(__init__)
       90    0.000    0.000    0.002    0.000 typing.py:947(__init__)
     4471    0.002    0.000    0.002    0.000 artist.py:1456(<genexpr>)
     1007    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
      204    0.001    0.000    0.002    0.000 lines.py:630(set_data)
     2770    0.002    0.000    0.002    0.000 __init__.py:1724(isEnabledFor)
        1    0.002    0.002    0.002    0.002 _cm_listed.py:1(<module>)
        7    0.000    0.000    0.002    0.000 genericpath.py:27(isfile)
      108    0.001    0.000    0.002    0.000 lines.py:1087(set_linestyle)
        2    0.000    0.000    0.002    0.001 fnmatch.py:44(_compile_pattern)
       80    0.001    0.000    0.002    0.000 transforms.py:632(padded)
      255    0.001    0.000    0.002    0.000 artist.py:1001(set_visible)
       18    0.000    0.000    0.002    0.000 core.py:4889(parseImpl)
