cProfile Syntax: python -m cProfile -s cumtime SPKF.py

SPKF.py cProfile

         16017338 function calls (15570273 primitive calls) in 69.671 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 scale.py:260(LogScale)
        6    0.000    0.000    0.000    0.000 core.py:5456(postParse)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1419(Vlist)
       12    0.000    0.000    0.000    0.000 axis.py:1426(<dictcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
       12    0.000    0.000    0.000    0.000 _pep440.py:392(_parse_letter_version)
        2    0.000    0.000    0.000    0.000 scale.py:577(get_scale_names)
        1    0.000    0.000    0.000    0.000 wintypes.py:97(RECT)
        5    0.000    0.000    0.000    0.000 legend_handler.py:268(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:4189(Spinbox)
        6    0.000    0.000    0.000    0.000 core.py:839(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:1291(TwoSlopeNorm)
        1    0.000    0.000    0.000    0.000 backend_tools.py:361(ToolQuitAll)
        9    0.000    0.000    0.000    0.000 _globals.py:90(__repr__)
        1    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 __init__.py:1296(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2220(_PendingSkip)
        2    0.000    0.000    0.000    0.000 figure.py:2587(set_canvas)
        2    0.000    0.000    0.000    0.000 _base.py:777(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        3    0.000    0.000    0.000    0.000 core.py:1355(getmask)
       11    0.000    0.000    0.000    0.000 version.py:459(<lambda>)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        8    0.000    0.000    0.000    0.000 transforms.py:618(<listcomp>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1215(Accent)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:936(_BackendTk)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'PyHKEY' objects}
       10    0.000    0.000    0.000    0.000 version.py:432(_parse_local_version)
        7    0.000    0.000    0.000    0.000 ImageFile.py:222(<lambda>)
        6    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 extras.py:320(_fromnxfunction_allargs)
        2    0.000    0.000    0.000    0.000 _pep440.py:158(_compare)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.000    0.000 _structures.py:35(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 core.py:4522(AtLineStart)
        1    0.000    0.000    0.000    0.000 widgets.py:64(Widget)
        2    0.000    0.000    0.000    0.000 _base.py:3446(set_axis_on)
        1    0.000    0.000    0.000    0.000 geo.py:417(LambertTransform)
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        2    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 records.py:308(recarray)
        1    0.000    0.000    0.000    0.000 core.py:3241(CharsNotIn)
        4    0.000    0.000    0.000    0.000 artist.py:1092(get_zorder)
        1    0.000    0.000    0.000    0.000 backend_tools.py:386(ToolMinorGrid)
        2    0.000    0.000    0.000    0.000 spines.py:536(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:232(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 gridspec.py:700(__eq__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 subprocess.py:104(CalledProcessError)
        3    0.000    0.000    0.000    0.000 traceback.py:309(walk_stack)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:160(ChunkStream)
        1    0.000    0.000    0.000    0.000 transforms.py:2455(CompositeAffine2D)
        2    0.000    0.000    0.000    0.000 patches.py:2151(<listcomp>)
        1    0.000    0.000    0.000    0.000 widgets.py:3219(EllipseSelector)
        1    0.000    0.000    0.000    0.000 polar.py:409(RadialLocator)
        7    0.000    0.000    0.000    0.000 {method 'islower' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 sre_parse.py:1066(expand_template)
        1    0.000    0.000    0.000    0.000 _mio4.py:453(VarWriter4)
        1    0.000    0.000    0.000    0.000 collections.py:993(PathCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1361(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3503(draw_if_interactive)
        2    0.000    0.000    0.000    0.000 patches.py:2152(<dictcomp>)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 streamplot.py:316(Grid)
        1    0.000    0.000    0.000    0.000 simpledialog.py:89(Dialog)
        1    0.000    0.000    0.000    0.000 getlimits.py:595(iinfo)
        1    0.000    0.000    0.000    0.000 core.py:8136(_convert2ma)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:95(ExpFormat)
        7    0.000    0.000    0.000    0.000 ImageFile.py:74(_tilesort)
        5    0.000    0.000    0.000    0.000 transforms.py:1041(minposy)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3308(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:341(JpegImageFile)
        3    0.000    0.000    0.000    0.000 core.py:799(__init__)
        4    0.000    0.000    0.000    0.000 core.py:6484(__has_singleton)
        2    0.000    0.000    0.000    0.000 _base.py:2600(use_sticky_edges)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:401(FigureManagerTk)
        1    0.000    0.000    0.000    0.000 __init__.py:2274(Tk)
        2    0.000    0.000    0.000    0.000 sre_parse.py:99(checkgroup)
        2    0.000    0.000    0.000    0.000 __init__.py:2021(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5363(TokenConverter)
        2    0.000    0.000    0.000    0.000 cm.py:135(__iter__)
        4    0.000    0.000    0.000    0.000 backend_bases.py:2062(device_pixel_ratio)
        1    0.000    0.000    0.000    0.000 backend_tools.py:441(ToolXScale)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1306(Hlist)
        8    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 _pep440.py:140(__lt__)
        4    0.000    0.000    0.000    0.000 __init__.py:1307(disable)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:104(GimpGradientFile)
        1    0.000    0.000    0.000    0.000 ticker.py:1759(LinearLocator)
        1    0.000    0.000    0.000    0.000 cm.py:64(__init__)
        7    0.000    0.000    0.000    0.000 legend.py:1225(<genexpr>)
        1    0.000    0.000    0.000    0.000 polar.py:112(PolarAffine)
        2    0.000    0.000    0.000    0.000 pathlib.py:53(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        3    0.000    0.000    0.000    0.000 colors.py:1517(Norm)
        1    0.000    0.000    0.000    0.000 ticker.py:1463(PercentFormatter)
        1    0.000    0.000    0.000    0.000 transforms.py:1284(Transform)
        1    0.000    0.000    0.000    0.000 text.py:1401(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 axis.py:468(YTick)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:63(GifImageFile)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 numerictypes.py:228(obj2sctype)
        8    0.000    0.000    0.000    0.000 shape_base.py:135(_atleast_3d_dispatcher)
        1    0.000    0.000    0.000    0.000 traceback.py:243(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:457(TracebackException)
        1    0.000    0.000    0.000    0.000 ImageFile.py:342(Parser)
        1    0.000    0.000    0.000    0.000 core.py:2299(Literal)
        1    0.000    0.000    0.000    0.000 backend_tools.py:636(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:104(get_num_fig_managers)
        1    0.000    0.000    0.000    0.000 calendar.py:295(TextCalendar)
        1    0.000    0.000    0.000    0.000 mlab.py:834(GaussianKDE)
        1    0.000    0.000    0.000    0.000 subprocess.py:435(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1176(poll)
        1    0.000    0.000    0.000    0.000 _data.py:157(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:134(__getattr__)
        1    0.000    0.000    0.000    0.000 bezier.py:182(BezierSegment)
        1    0.000    0.000    0.000    0.000 core.py:2524(CloseMatch)
        1    0.000    0.000    0.000    0.000 backend_tools.py:594(ToolHome)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        5    0.000    0.000    0.000    0.000 legend_handler.py:262(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        2    0.000    0.000    0.000    0.000 dataclasses.py:1050(<listcomp>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:359(_unspecified)
        1    0.000    0.000    0.000    0.000 _arffread.py:170(NumericAttribute)
        1    0.000    0.000    0.000    0.000 backend_tools.py:603(ToolBack)
        4    0.000    0.000    0.000    0.000 _base.py:789(<dictcomp>)
        1    0.000    0.000    0.000    0.000 polar.py:204(_AxisWrapper)
        7    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingDecoder' objects}
        7    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1226(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 core.py:2595(MaskedIterator)
        1    0.000    0.000    0.000    0.000 _idl.py:630(AttrDict)
        1    0.000    0.000    0.000    0.000 backend_tools.py:933(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 widgets.py:2613(ToolHandles)
        1    0.000    0.000    0.000    0.000 legend_handler.py:47(HandlerBase)
        2    0.000    0.000    0.000    0.000 backend_agg.py:316(buffer_rgba)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        4    0.000    0.000    0.000    0.000 functools.py:952(__set_name__)
        2    0.000    0.000    0.000    0.000 dataclasses.py:1044(<listcomp>)
        1    0.000    0.000    0.000    0.000 datetime.py:1183(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:524(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2020(_OrderedSet)
        1    0.000    0.000    0.000    0.000 __init__.py:99(version_info)
        1    0.000    0.000    0.000    0.000 widgets.py:26(LockDraw)
        1    0.000    0.000    0.000    0.000 patches.py:3207(_Curve)
        4    0.000    0.000    0.000    0.000 patches.py:4023(get_boxstyle)
        1    0.000    0.000    0.000    0.000 __init__.py:61(ProjectionRegistry)
        3    0.000    0.000    0.000    0.000 six.py:880(add_metaclass)
        1    0.000    0.000    0.000    0.000 __init__.py:4019(Image)
        1    0.000    0.000    0.000    0.000 pathlib.py:389(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 core.py:6675(_extrema_operation)
        1    0.000    0.000    0.000    0.000 __init__.py:101(_StrongRef)
        3    0.000    0.000    0.000    0.000 datetime.py:2205(_create)
        9    0.000    0.000    0.000    0.000 core.py:1465(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:1165(PolyCollection)
        4    0.000    0.000    0.000    0.000 patches.py:4018(get_mutation_aspect)
        1    0.000    0.000    0.000    0.000 __init__.py:550(IntVar)
        6    0.000    0.000    0.000    0.000 backend_agg.py:328(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 results.py:11(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 collections.py:1366(AsteriskPolygonCollection)
        2    0.000    0.000    0.000    0.000 artist.py:629(set_snap)
        1    0.000    0.000    0.000    0.000 dates.py:1813(DateConverter)
        1    0.000    0.000    0.000    0.000 rrule.py:305(rrule)
        6    0.000    0.000    0.000    0.000 enum.py:796(name)
        2    0.000    0.000    0.000    0.000 dataclasses.py:375(<genexpr>)
        4    0.000    0.000    0.000    0.000 __init__.py:438(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1351(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
       11    0.000    0.000    0.000    0.000 scale.py:79(limit_range_for_scale)
        1    0.000    0.000    0.000    0.000 actions.py:7(OnlyOnce)
        1    0.000    0.000    0.000    0.000 core.py:3405(GoToColumn)
        1    0.000    0.000    0.000    0.000 text.py:1318(OffsetFrom)
        2    0.000    0.000    0.000    0.000 legend_handler.py:337(__init__)
        1    0.000    0.000    0.000    0.000 linecache.py:52(checkcache)
        1    0.000    0.000    0.000    0.000 pathlib.py:507(_PathParents)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:204(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 hb.py:45(HBInfo)
        1    0.000    0.000    0.000    0.000 ticker.py:152(_DummyAxis)
        1    0.000    0.000    0.000    0.000 _cm.py:66(cubehelix)
        8    0.000    0.000    0.000    0.000 figure.py:72(<genexpr>)
        3    0.000    0.000    0.000    0.000 _subplots.py:54(get_subplotspec)
        1    0.000    0.000    0.000    0.000 rrule.py:1112(_iterinfo)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1153(AnchoredText)
        1    0.000    0.000    0.000    0.000 __init__.py:3050(Entry)
        1    0.000    0.000    0.000    0.000 subprocess.py:1063(__del__)
        1    0.000    0.000    0.000    0.000 core.py:970(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 ticker.py:1666(IndexLocator)
        1    0.000    0.000    0.000    0.000 dviread.py:515(DviFont)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1601(Kern)
        1    0.000    0.000    0.000    0.000 widgets.py:234(SliderBase)
       12    0.000    0.000    0.000    0.000 patches.py:2177(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
        5    0.000    0.000    0.000    0.000 datetime.py:414(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        1    0.000    0.000    0.000    0.000 scale.py:504(LogitScale)
        1    0.000    0.000    0.000    0.000 core.py:3543(WordStart)
        4    0.000    0.000    0.000    0.000 results.py:14(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1283(LocationEvent)
        1    0.000    0.000    0.000    0.000 dates.py:1236(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:816(ToolbarTk)
        1    0.000    0.000    0.000    0.000 core.py:194(<listcomp>)
        6    0.000    0.000    0.000    0.000 __init__.py:818(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1248(<dictcomp>)
        1    0.000    0.000    0.000    0.000 core.py:5430(Group)
        1    0.000    0.000    0.000    0.000 image.py:1340(FigureImage)
        1    0.000    0.000    0.000    0.000 _parser.py:219(_resultbase)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        4    0.000    0.000    0.000    0.000 gridspec.py:620(num2)
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:49(_Flavour)
        1    0.000    0.000    0.000    0.000 _datasource.py:99(__init__)
        1    0.000    0.000    0.000    0.000 deprecation.py:27(_DeprecationHelperStr)
        3    0.000    0.000    0.000    0.000 Image.py:3292(register_save_all)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 core.py:2472(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 uuid.py:333(hex)
        1    0.000    0.000    0.000    0.000 dates.py:1088(DateLocator)
        1    0.000    0.000    0.000    0.000 offsetbox.py:498(PaddedBox)
        1    0.000    0.000    0.000    0.000 __init__.py:2404(Pack)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        3    0.000    0.000    0.000    0.000 __init__.py:1261(append)
        1    0.000    0.000    0.000    0.000 scale.py:634(<listcomp>)
        5    0.000    0.000    0.000    0.000 transforms.py:1818(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 core.py:3569(WordEnd)
        1    0.000    0.000    0.000    0.000 lines.py:1399(_AxLine)
        1    0.000    0.000    0.000    0.000 patches.py:2854(Angle)
        1    0.000    0.000    0.000    0.000 core.py:205(update_nested_dict)
        1    0.000    0.000    0.000    0.000 streamplot.py:373(StreamMask)
        1    0.000    0.000    0.000    0.000 parse.py:796(Quoter)
        1    0.000    0.000    0.000    0.000 __about__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:489(EnumType)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:22(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 scale.py:406(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 transforms.py:1777(AffineBase)
        7    0.000    0.000    0.000    0.000 artist.py:847(get_clip_on)
        2    0.000    0.000    0.000    0.000 widgets.py:36(__init__)
        4    0.000    0.000    0.000    0.000 text.py:363(<listcomp>)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:892(ConfigureSubplotsTk)
        1    0.000    0.000    0.000    0.000 simpledialog.py:31(SimpleDialog)
        1    0.000    0.000    0.000    0.000 ImageTk.py:93(PhotoImage)
        3    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 utils.py:53(_Deprecate)
        1    0.000    0.000    0.000    0.000 _pep440.py:149(__ge__)
        1    0.000    0.000    0.000    0.000 _arffread.py:255(DateAttribute)
        1    0.000    0.000    0.000    0.000 __init__.py:1778(RootLogger)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:553(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:2211(LogLocator)
        1    0.000    0.000    0.000    0.000 core.py:4672(Located)
        1    0.000    0.000    0.000    0.000 _mathtext.py:954(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 widgets.py:1689(MultiCursor)
        1    0.000    0.000    0.000    0.000 __init__.py:77(get_projection_names)
        3    0.000    0.000    0.000    0.000 {method '__exit__' of 'nt.ScandirIterator' objects}
        3    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:154(py_object)
        5    0.000    0.000    0.000    0.000 platform.py:761(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 OCVfromSOCtemp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:322(silent_list)
        1    0.000    0.000    0.000    0.000 ticker.py:822(LogFormatter)
        1    0.000    0.000    0.000    0.000 core.py:3436(LineStart)
        2    0.000    0.000    0.000    0.000 text.py:1171(set_rotation)
        4    0.000    0.000    0.000    0.000 legend.py:655(get_default_handler_map)
        1    0.000    0.000    0.000    0.000 streamplot.py:252(DomainMap)
        2    0.000    0.000    0.000    0.000 gridspec.py:101(set_width_ratios)
        1    0.000    0.000    0.000    0.000 __init__.py:4391(PanedWindow)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:138(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _globals.py:60(_NoValueType)
        1    0.000    0.000    0.000    0.000 core.py:896(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 __init__.py:1249(PlaceHolder)
        1    0.000    0.000    0.000    0.000 lines.py:1463(VertexSelector)
        1    0.000    0.000    0.000    0.000 backend_tools.py:414(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:107(MathtextBackendAgg)
        2    0.000    0.000    0.000    0.000 patches.py:2441(__init__)
        1    0.000    0.000    0.000    0.000 image.py:1402(BboxImage)
        2    0.000    0.000    0.000    0.000 figure.py:2484(get_constrained_layout)
        2    0.000    0.000    0.000    0.000 legend.py:676(get_legend_handler_map)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:123(TimerTk)
        1    0.000    0.000    0.000    0.000 __init__.py:3014(Checkbutton)
        2    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:27(classproperty)
        4    0.000    0.000    0.000    0.000 results.py:241(__len__)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3563(Show)
        1    0.000    0.000    0.000    0.000 mathtext.py:52(MathtextBackend)
        1    0.000    0.000    0.000    0.000 calendar.py:74(<listcomp>)
        1    0.000    0.000    0.000    0.000 gridspec.py:484(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 geo.py:456(InvertedLambertTransform)
        2    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
        1    0.000    0.000    0.000    0.000 _internal.py:205(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:48(PytestTester)
        1    0.000    0.000    0.000    0.000 npyio.py:42(BagObj)
        1    0.000    0.000    0.000    0.000 __init__.py:543(maxdict)
        3    0.000    0.000    0.000    0.000 rcsetup.py:344(validate_aspect)
        1    0.000    0.000    0.000    0.000 colors.py:1012(ListedColormap)
        3    0.000    0.000    0.000    0.000 Image.py:3337(register_decoder)
        1    0.000    0.000    0.000    0.000 colorbar.py:237(_ColorbarAxesLocator)
        7    0.000    0.000    0.000    0.000 artist.py:855(get_clip_path)
        1    0.000    0.000    0.000    0.000 contour.py:34(ClabelText)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1551(Glue)
        1    0.000    0.000    0.000    0.000 _base.py:36(_axis_method_wrapper)
        2    0.000    0.000    0.000    0.000 _base.py:4215(set_navigate)
        4    0.000    0.000    0.000    0.000 gridspec.py:627(get_gridspec)
        1    0.000    0.000    0.000    0.000 __init__.py:2450(Place)
        2    0.000    0.000    0.000    0.000 {built-in method msvcrt.get_osfhandle}
        1    0.000    0.000    0.000    0.000 subprocess.py:141(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_ident)
        1    0.000    0.000    0.000    0.000 _internal.py:614(_Stream)
        1    0.000    0.000    0.000    0.000 function_base.py:2116(vectorize)
        2    0.000    0.000    0.000    0.000 utils.py:65(__init__)
        2    0.000    0.000    0.000    0.000 core.py:3423(shape)
        1    0.000    0.000    0.000    0.000 docstring.py:80(__init__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1064(_idat)
        1    0.000    0.000    0.000    0.000 transforms.py:2535(BboxTransform)
        1    0.000    0.000    0.000    0.000 dates.py:642(ConciseDateFormatter)
        1    0.000    0.000    0.000    0.000 legend_handler.py:742(HandlerTuple)
        1    0.000    0.000    0.000    0.000 geo.py:256(AitoffTransform)
        7    0.000    0.000    0.000    0.000 {method 'isblock' of 'ImagingCore' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        1    0.000    0.000    0.000    0.000 index_tricks.py:252(__init__)
        3    0.000    0.000    0.000    0.000 core.py:860(__init__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:274(PngInfo)
        1    0.000    0.000    0.000    0.000 unicode.py:155(Greek)
        1    0.000    0.000    0.000    0.000 core.py:2261(Token)
        1    0.000    0.000    0.000    0.000 collections.py:1803(PatchCollection)
        1    0.000    0.000    0.000    0.000 backend_tools.py:323(RubberbandBase)
        1    0.000    0.000    0.000    0.000 widgets.py:1595(Cursor)
        5    0.000    0.000    0.000    0.000 six.py:186(_get_module)
        1    0.000    0.000    0.000    0.000 win.py:202(tzwin)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1673(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 polar.py:227(ThetaLocator)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
        1    0.000    0.000    0.000    0.000 pathlib.py:385(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:463(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
        1    0.000    0.000    0.000    0.000 _arffread.py:338(RelationalAttribute)
        8    0.000    0.000    0.000    0.000 __init__.py:56(fget)
        1    0.000    0.000    0.000    0.000 docstring.py:68(_ArtistPropertiesSubstitution)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 transforms.py:2578(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2637(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1218(_Sparse_Matrix_coo)
        2    0.000    0.000    0.000    0.000 typing.py:2247(<listcomp>)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        5    0.000    0.000    0.000    0.000 numeric.py:353(_full_like_dispatcher)
        1    0.000    0.000    0.000    0.000 extras.py:214(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 model.py:344(StructOrUnion)
        1    0.000    0.000    0.000    0.000 unicode.py:293(Thai)
        1    0.000    0.000    0.000    0.000 core.py:3775(_ErrorStop)
        1    0.000    0.000    0.000    0.000 core.py:4835(OneOrMore)
        1    0.000    0.000    0.000    0.000 backend_tools.py:293(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:34(get_fig_manager)
        2    0.000    0.000    0.000    0.000 figure.py:2462(get_tight_layout)
        1    0.000    0.000    0.000    0.000 dates.py:609(DateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:1900(_SwitchableDateConverter)
        1    0.000    0.000    0.000    0.000 legend.py:52(DraggableLegend)
        1    0.000    0.000    0.000    0.000 __init__.py:4085(PhotoImage)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
        1    0.000    0.000    0.000    0.000 core.py:6790(_frommethod)
        1    0.000    0.000    0.000    0.000 colors.py:1621(SymLogNorm)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 ImageFile.py:647(PyDecoder)
        1    0.000    0.000    0.000    0.000 ticker.py:1576(Locator)
        1    0.000    0.000    0.000    0.000 transforms.py:2163(_BlendedMixin)
        1    0.000    0.000    0.000    0.000 core.py:5467(Dict)
        1    0.000    0.000    0.000    0.000 pyplot.py:111(install_repl_displayhook)
        1    0.000    0.000    0.000    0.000 mathtext.py:362(<listcomp>)
        1    0.000    0.000    0.000    0.000 widgets.py:3635(Lasso)
        2    0.000    0.000    0.000    0.000 __init__.py:73(get_projection_class)
